gender,num_of_prev_attempts,studied_credits,disability,date_registration,sum_click,date_submitted,score,weight,module_presentation_length,A Level or Equivalent,Lower Than A Level,HE Qualification,Post Graduate Qualification,No Formal quals,0-35,35-55,55<=,final_result
0,0,30,0,-17,673,35,88,9,241,0,0,1,0,0,0,1,0,1
0,0,30,0,-130,5302,26,96,9,241,1,0,0,0,0,1,0,0,1
1,0,30,0,-21,2135,32,96,9,241,1,0,0,0,0,1,0,0,1
1,0,120,0,-52,3331,32,44,9,241,1,0,0,0,0,1,0,0,2
0,0,90,0,-151,368,31,98,9,241,0,1,0,0,0,1,0,0,2
1,0,70,0,-92,594,32,94,9,241,0,1,0,0,0,0,1,0,2
0,0,60,0,-24,1343,33,94,9,241,0,0,1,0,0,1,0,0,1
0,0,90,0,-123,5318,25,98,9,241,1,0,0,0,0,1,0,0,1
0,0,150,0,-182,1214,41,42,9,241,1,0,0,0,0,1,0,0,2
0,0,60,0,-66,2474,39,94,9,241,1,0,0,0,0,1,0,0,1
1,0,120,1,-254,4487,39,98,9,241,1,0,0,0,0,0,1,0,1
1,0,30,0,-66,1094,31,90,9,241,0,0,1,0,0,0,1,0,0
1,0,60,0,-23,1325,31,46,9,241,0,1,0,0,0,1,0,0,2
0,0,60,0,-103,651,32,14,9,241,0,1,0,0,0,1,0,0,2
0,0,90,0,-154,1885,37,68,9,241,0,0,1,0,0,0,1,0,0
1,0,30,0,-22,1133,32,98,9,241,0,0,1,0,0,1,0,0,1
0,0,30,0,-52,664,30,94,9,241,0,0,1,0,0,1,0,0,1
0,0,90,0,-134,3925,31,88,9,241,1,0,0,0,0,1,0,0,1
0,0,60,0,-1,274,29,90,9,241,0,0,1,0,0,0,0,1,0
1,0,150,0,-151,5983,31,62,9,241,0,0,1,0,0,1,0,0,2
1,0,60,0,-25,1640,29,92,9,241,1,0,0,0,0,0,1,0,1
0,0,30,0,-122,4648,32,98,9,241,1,0,0,0,0,0,1,0,1
0,0,90,0,-29,2605,32,88,9,241,1,0,0,0,0,1,0,0,2
0,0,30,0,-12,2823,27,98,9,241,0,1,0,0,0,0,1,0,1
0,0,90,0,-108,845,32,40,9,241,1,0,0,0,0,1,0,0,2
0,0,60,1,-251,1729,17,98,9,241,1,0,0,0,0,1,0,0,1
0,0,60,0,-15,2300,29,86,9,241,1,0,0,0,0,1,0,0,1
0,0,60,0,-29,424,31,56,9,241,1,0,0,0,0,0,1,0,2
1,0,60,0,-29,2060,32,26,9,241,1,0,0,0,0,0,1,0,2
0,0,30,0,-71,262,32,86,9,241,0,0,0,1,0,0,1,0,2
0,0,40,0,-137,1771,34,78,9,241,0,1,0,0,0,0,1,0,1
0,0,60,0,-80,3894,31,92,9,241,0,1,0,0,0,1,0,0,1
0,0,150,0,-228,562,32,72,9,241,0,0,1,0,0,0,1,0,0
0,0,120,0,-22,3038,32,96,9,241,0,0,0,1,0,0,1,0,1
0,0,60,0,-80,1478,32,86,9,241,1,0,0,0,0,1,0,0,1
0,0,90,0,-47,985,32,86,9,241,1,0,0,0,0,1,0,0,1
0,0,90,0,-104,1902,39,22,9,241,0,1,0,0,0,1,0,0,2
0,0,60,0,-136,5196,30,74,9,241,1,0,0,0,0,1,0,0,1
1,0,60,0,-25,1491,32,82,9,241,0,0,1,0,0,0,1,0,0
0,0,90,0,-24,4785,33,92,9,241,1,0,0,0,0,1,0,0,1
0,0,30,0,-45,440,44,48,9,241,0,1,0,0,0,0,1,0,1
0,0,30,0,-23,1457,33,70,9,241,0,0,0,1,0,1,0,0,1
0,0,120,0,-21,296,31,94,9,241,0,1,0,0,0,0,1,0,0
0,0,30,0,-34,580,46,64,9,241,0,0,1,0,0,0,1,0,0
0,0,30,0,-128,444,32,30,9,241,0,1,0,0,0,0,1,0,0
1,0,60,0,-28,303,31,88,9,241,0,0,0,1,0,0,1,0,0
0,0,90,0,-225,6269,37,48,9,241,0,1,0,0,0,0,1,0,2
0,0,90,0,-23,3065,29,92,9,241,1,0,0,0,0,1,0,0,1
1,0,30,0,-131,3177,102,93,22,241,0,0,1,0,0,0,1,0,1
1,0,90,0,-137,3328,48,91,22,241,1,0,0,0,0,0,1,0,1
1,0,90,1,-253,3970,102,18,22,241,0,1,0,0,0,1,0,0,0
0,0,30,0,-22,4713,102,77,22,241,0,0,1,0,0,1,0,0,1
1,0,40,0,-186,1599,99,99,22,241,0,0,1,0,0,1,0,0,1
0,0,60,0,-156,4241,102,23,22,241,0,1,0,0,0,1,0,0,2
0,0,45,0,-172,251,101,5,22,241,0,1,0,0,0,0,1,0,0
0,0,90,1,-79,3948,102,17,22,241,1,0,0,0,0,1,0,0,2
0,0,90,0,-17,7655,102,36,22,241,0,1,0,0,0,0,1,0,1
0,0,60,0,-22,898,102,99,22,241,0,1,0,0,0,0,1,0,1
0,0,60,0,-17,12938,102,84,22,241,1,0,0,0,0,0,1,0,1
0,0,60,0,-29,554,110,65,22,241,0,1,0,0,0,1,0,0,0
0,0,30,0,-57,2275,130,56,22,241,1,0,0,0,0,0,1,0,0
1,0,60,1,-45,3004,105,88,22,241,0,0,1,0,0,1,0,0,0
0,0,210,0,-29,48,102,11,22,241,0,1,0,0,0,1,0,0,0
0,0,180,1,-10,362,109,21,22,241,0,1,0,0,0,1,0,0,2
0,0,150,0,-50,432,102,65,22,241,0,1,0,0,0,1,0,0,1
0,0,120,0,-131,3920,102,80,22,241,0,1,0,0,0,1,0,0,0
0,0,60,0,-17,2451,102,57,22,241,1,0,0,0,0,1,0,0,1
0,0,90,1,-165,336,131,64,22,241,1,0,0,0,0,1,0,0,0
0,0,30,0,-47,1341,108,45,22,241,1,0,0,0,0,0,1,0,1
1,0,90,0,-101,921,106,32,22,241,1,0,0,0,0,1,0,0,0
0,0,30,0,-22,2239,82,98,22,241,0,0,0,1,0,0,1,0,0
1,0,60,0,-25,920,104,26,22,241,1,0,0,0,0,0,1,0,1
0,0,30,0,-25,242,102,49,22,241,1,0,0,0,0,1,0,0,0
0,0,60,0,-29,538,103,31,22,241,0,1,0,0,0,0,1,0,2
0,0,90,1,-46,1294,151,79,22,241,1,0,0,0,0,1,0,0,1
0,0,30,0,-17,2490,150,100,22,241,0,0,1,0,0,1,0,0,1
0,0,120,0,-268,10891,172,88,22,241,1,0,0,0,0,1,0,0,1
1,0,90,0,-107,2673,153,89,22,241,1,0,0,0,0,1,0,0,1
0,0,120,0,-148,5125,151,78,22,241,1,0,0,0,0,0,1,0,1
1,0,60,0,-80,7392,172,57,22,241,0,1,0,0,0,0,1,0,1
1,0,60,0,-25,2238,152,93,22,241,1,0,0,0,0,1,0,0,1
1,0,60,0,-24,703,150,88,22,241,0,0,1,0,0,1,0,0,1
0,0,60,0,-185,6675,167,87,22,241,1,0,0,0,0,1,0,0,1
0,0,90,0,-25,1954,151,42,22,241,0,0,1,0,0,0,1,0,1
0,0,60,0,-201,2235,153,71,22,241,1,0,0,0,0,0,1,0,1
1,0,60,0,-24,4784,151,95,22,241,0,0,0,1,0,1,0,0,1
1,0,145,0,-73,1201,156,60,22,241,1,0,0,0,0,1,0,0,1
0,0,60,0,-46,839,152,97,22,241,1,0,0,0,0,1,0,0,0
0,0,30,0,-29,2026,149,95,22,241,0,0,1,0,0,1,0,0,1
1,0,60,0,-198,3209,146,77,22,241,0,0,1,0,0,0,1,0,1
0,0,120,0,-16,655,159,69,22,241,0,0,1,0,0,1,0,0,2
0,0,30,0,-25,135,200,27,22,241,0,1,0,0,0,1,0,0,2
0,0,60,0,-171,1504,226,66,22,241,0,1,0,0,0,1,0,0,1
0,0,90,1,-157,534,199,57,22,241,0,1,0,0,0,1,0,0,1
1,0,120,0,-67,3174,200,62,22,241,1,0,0,0,0,0,1,0,1
0,0,60,0,-28,6588,202,59,22,241,1,0,0,0,0,0,1,0,2
1,0,60,1,-161,897,206,61,22,241,1,0,0,0,0,1,0,0,1
0,0,60,0,-40,1171,201,81,22,241,0,1,0,0,0,1,0,0,1
0,0,30,0,-25,4704,199,96,22,241,0,0,1,0,0,1,0,0,1
1,0,60,1,-17,1686,199,75,22,241,1,0,0,0,0,0,1,0,1
0,0,45,0,-17,2822,202,55,22,241,1,0,0,0,0,0,1,0,1
0,0,30,0,-51,1111,20,20,2,241,0,0,1,0,0,0,0,1,2
0,0,120,0,-232,1075,20,60,2,241,0,0,1,0,0,0,0,1,1
0,0,180,0,-147,410,20,90,2,241,0,0,0,1,0,0,1,0,1
0,0,60,0,-89,586,20,50,2,241,1,0,0,0,0,0,1,0,1
1,0,60,0,-302,774,20,80,2,241,0,0,1,0,0,0,1,0,2
1,0,30,0,-151,690,20,80,2,241,1,0,0,0,0,0,1,0,2
1,0,30,0,-132,289,20,40,2,241,0,1,0,0,0,0,1,0,2
0,0,30,0,-22,1445,20,50,2,241,1,0,0,0,0,0,1,0,1
1,0,60,0,-22,2190,20,70,2,241,0,0,0,1,0,0,1,0,1
1,0,60,0,-113,324,20,50,2,241,0,0,1,0,0,0,1,0,2
0,0,180,0,-45,1438,20,90,2,241,1,0,0,0,0,0,1,0,1
0,0,120,0,-85,185,20,50,2,241,0,0,1,0,0,0,1,0,2
0,0,60,0,-193,1413,20,20,2,241,0,1,0,0,0,0,1,0,0
0,0,30,0,-99,1290,20,90,2,241,0,0,1,0,0,0,1,0,1
0,0,60,0,-96,462,20,40,2,241,0,1,0,0,0,0,1,0,2
0,0,60,0,-99,749,20,40,2,241,0,0,1,0,0,0,1,0,2
0,0,90,0,-210,7019,20,70,2,241,1,0,0,0,0,0,1,0,2
0,0,120,0,-141,1218,20,70,2,241,0,0,1,0,0,0,1,0,2
0,0,30,0,-136,183,20,40,2,241,0,1,0,0,0,0,1,0,2
0,0,60,0,-106,742,20,80,2,241,1,0,0,0,0,0,1,0,1
0,0,30,0,-17,80,20,20,2,241,0,0,1,0,0,0,1,0,0
0,0,40,0,-73,647,20,50,2,241,1,0,0,0,0,0,1,0,0
0,0,60,1,-29,1042,20,40,2,241,1,0,0,0,0,0,1,0,2
0,0,60,0,-53,473,20,50,2,241,1,0,0,0,0,0,1,0,2
0,0,60,0,-29,1454,20,10,2,241,1,0,0,0,0,0,1,0,2
0,0,60,0,-115,2044,20,40,2,241,1,0,0,0,0,0,1,0,2
1,0,90,0,-28,424,20,70,2,241,0,0,1,0,0,0,1,0,2
0,0,90,0,-92,4405,20,40,2,241,0,1,0,0,0,0,1,0,2
1,0,60,0,-45,1351,20,90,2,241,0,0,1,0,0,0,1,0,2
0,0,30,0,-22,560,20,70,2,241,0,0,1,0,0,0,0,1,0
0,0,30,0,-22,1272,20,30,2,241,0,0,1,0,0,0,1,0,2
0,0,30,0,-109,1420,20,80,2,241,1,0,0,0,0,0,1,0,1
0,0,90,1,-24,300,20,30,2,241,0,1,0,0,0,0,1,0,2
0,0,60,0,-81,1003,20,90,2,241,1,0,0,0,0,0,1,0,1
0,0,120,0,-51,3184,20,40,2,241,0,0,1,0,0,0,1,0,1
0,0,30,0,-21,2660,20,70,2,241,1,0,0,0,0,0,1,0,1
0,0,30,0,-45,183,20,80,2,241,0,1,0,0,0,0,1,0,0
0,0,60,0,-23,404,20,50,2,241,0,1,0,0,0,0,1,0,0
0,0,60,0,-102,271,20,50,2,241,1,0,0,0,0,0,1,0,0
0,0,355,1,-7,1173,20,30,2,241,0,1,0,0,0,1,0,0,2
1,0,30,0,-170,610,20,80,2,241,0,1,0,0,0,1,0,0,2
1,0,150,0,-68,875,20,30,2,241,1,0,0,0,0,1,0,0,2
0,0,30,0,-39,539,20,40,2,241,1,0,0,0,0,0,1,0,2
1,0,90,0,-39,233,20,0,2,241,1,0,0,0,0,1,0,0,2
0,0,30,0,-21,980,20,40,2,241,0,0,0,1,0,0,1,0,1
0,0,90,0,-68,171,20,20,2,241,1,0,0,0,0,1,0,0,2
0,0,30,0,-95,290,20,60,2,241,0,0,1,0,0,0,1,0,2
1,0,150,0,-85,370,20,0,2,241,0,1,0,0,0,1,0,0,2
1,0,30,0,-117,795,20,90,2,241,1,0,0,0,0,0,1,0,1
0,0,60,1,-176,4260,20,60,2,241,1,0,0,0,0,0,1,0,2
0,0,150,0,-186,803,20,20,2,241,0,1,0,0,0,1,0,0,2
0,0,90,1,-24,3683,20,90,2,241,0,1,0,0,0,1,0,0,1
0,0,30,1,-154,2087,20,80,2,241,0,1,0,0,0,1,0,0,1
0,0,60,0,-268,895,20,60,2,241,1,0,0,0,0,1,0,0,0
1,0,30,1,-21,259,20,50,2,241,1,0,0,0,0,1,0,0,0
0,0,60,1,-303,731,20,80,2,241,1,0,0,0,0,1,0,0,1
0,0,60,0,-130,129,20,70,2,241,1,0,0,0,0,0,1,0,2
1,0,30,0,6,2298,20,60,2,241,1,0,0,0,0,0,1,0,1
1,0,90,0,-107,419,20,90,2,241,1,0,0,0,0,0,1,0,0
1,0,30,1,-51,659,20,70,2,241,0,1,0,0,0,1,0,0,1
1,0,30,0,-37,328,20,30,2,241,1,0,0,0,0,1,0,0,0
0,0,60,0,-4,179,20,50,2,241,0,1,0,0,0,1,0,0,2
1,0,120,0,-58,1090,20,60,2,241,1,0,0,0,0,1,0,0,1
0,0,30,1,-1,441,20,40,2,241,1,0,0,0,0,1,0,0,2
1,0,80,0,-103,2049,20,0,2,241,0,0,0,0,1,1,0,0,2
0,0,60,0,-17,181,20,50,2,241,0,0,1,0,0,1,0,0,2
0,0,60,0,-47,271,20,10,2,241,0,1,0,0,0,1,0,0,2
1,0,30,0,-23,1868,20,70,2,241,0,0,1,0,0,0,1,0,0
0,0,120,0,-156,4608,20,60,2,241,0,1,0,0,0,1,0,0,2
0,0,30,0,-68,382,20,30,2,241,0,0,1,0,0,0,1,0,2
0,0,120,1,-107,2275,20,80,2,241,0,1,0,0,0,0,1,0,1
0,0,90,0,-45,290,20,80,2,241,1,0,0,0,0,1,0,0,2
0,0,30,0,-24,573,20,10,2,241,0,0,1,0,0,0,1,0,2
0,0,60,0,-17,809,20,30,2,241,1,0,0,0,0,0,1,0,1
0,0,90,1,-144,2092,20,40,2,241,1,0,0,0,0,1,0,0,2
1,0,30,0,-29,921,20,40,2,241,0,1,0,0,0,0,1,0,2
1,0,60,0,-23,6160,20,70,2,241,0,1,0,0,0,0,1,0,1
0,0,30,0,-158,866,20,50,2,241,1,0,0,0,0,0,1,0,2
1,0,30,0,-26,8137,20,80,2,241,1,0,0,0,0,0,1,0,1
1,0,30,0,-25,3160,20,100,2,241,0,0,1,0,0,1,0,0,1
0,0,60,1,-26,4774,20,90,2,241,0,0,1,0,0,0,1,0,1
1,0,60,0,-68,3250,20,60,2,241,1,0,0,0,0,1,0,0,2
0,0,30,0,-41,765,20,60,2,241,1,0,0,0,0,1,0,0,1
1,0,30,1,-23,715,20,80,2,241,0,1,0,0,0,1,0,0,1
0,0,90,0,-92,128,20,30,2,241,0,1,0,0,0,1,0,0,0
0,0,60,0,-51,720,20,50,2,241,0,1,0,0,0,1,0,0,2
0,0,60,0,-114,313,20,30,2,241,0,0,1,0,0,1,0,0,0
0,0,90,0,-135,2047,20,0,2,241,0,0,1,0,0,0,1,0,2
0,0,30,0,-15,134,20,0,2,241,1,0,0,0,0,1,0,0,2
1,0,60,0,-93,3722,20,80,2,241,1,0,0,0,0,1,0,0,1
1,0,150,0,-24,473,20,50,2,241,1,0,0,0,0,1,0,0,1
0,0,60,0,-166,537,20,20,2,241,0,1,0,0,0,0,1,0,2
0,0,60,0,-177,2842,20,50,2,241,0,1,0,0,0,1,0,0,2
1,0,30,0,-87,3609,20,0,2,241,0,0,1,0,0,1,0,0,1
0,0,120,0,-151,1077,20,10,2,241,0,0,1,0,0,1,0,0,2
1,0,135,0,-36,267,20,50,2,241,0,0,1,0,0,0,1,0,0
0,0,60,0,-90,280,20,90,2,241,0,1,0,0,0,1,0,0,2
0,0,30,0,-34,6049,20,100,2,241,0,0,1,0,0,0,1,0,1
1,0,150,0,-25,108,20,50,2,241,0,1,0,0,0,1,0,0,0
1,0,135,0,-34,1378,20,70,2,241,1,0,0,0,0,1,0,0,2
1,0,30,0,-20,169,20,50,2,241,1,0,0,0,0,1,0,0,0
0,0,30,0,-34,5296,20,40,2,241,0,0,1,0,0,1,0,0,1
0,0,90,0,-79,85,20,40,2,241,0,1,0,0,0,1,0,0,0
0,0,60,0,-52,255,20,40,2,241,0,1,0,0,0,1,0,0,0
0,0,60,0,-128,1927,20,40,2,241,0,0,1,0,0,0,1,0,2
0,0,90,0,-155,149,20,30,2,241,1,0,0,0,0,1,0,0,0
0,0,90,0,-34,4648,20,80,2,241,0,0,1,0,0,0,1,0,1
0,0,90,1,-264,2613,20,40,2,241,0,1,0,0,0,1,0,0,2
0,0,30,0,-17,247,20,40,2,241,0,1,0,0,0,0,1,0,0
1,0,135,0,-122,2188,20,10,2,241,0,0,1,0,0,1,0,0,2
0,0,150,0,-233,194,20,80,2,241,0,1,0,0,0,1,0,0,0
0,0,90,0,-127,280,20,10,2,241,1,0,0,0,0,1,0,0,2
0,0,30,0,-24,360,20,60,2,241,1,0,0,0,0,1,0,0,0
0,0,30,0,-72,562,20,90,2,241,1,0,0,0,0,1,0,0,1
0,0,60,0,-29,60,20,0,2,241,1,0,0,0,0,1,0,0,0
0,0,90,0,-92,615,20,90,2,241,0,1,0,0,0,1,0,0,2
0,0,30,0,-29,3863,20,70,2,241,0,0,1,0,0,1,0,0,1
1,0,210,1,-106,276,20,50,2,241,1,0,0,0,0,0,1,0,2
0,0,150,0,-20,767,20,60,2,241,0,1,0,0,0,1,0,0,0
1,0,30,0,-29,1270,20,70,2,241,1,0,0,0,0,0,1,0,1
0,0,90,0,-166,228,20,80,2,241,1,0,0,0,0,0,1,0,0
0,0,30,1,-29,223,20,100,2,241,0,1,0,0,0,1,0,0,2
1,0,60,0,-54,287,20,40,2,241,0,1,0,0,0,0,1,0,2
0,0,60,0,-121,7289,20,30,2,241,1,0,0,0,0,1,0,0,2
0,0,30,0,-60,5470,20,30,2,241,0,0,1,0,0,0,1,0,0
1,0,30,0,-50,1749,20,80,2,241,0,0,1,0,0,0,1,0,1
0,0,30,0,-92,12036,20,100,2,241,0,0,1,0,0,0,1,0,1
0,0,30,0,-17,787,20,30,2,241,0,1,0,0,0,0,1,0,2
1,0,120,0,-17,1137,20,40,2,241,1,0,0,0,0,1,0,0,1
0,0,60,0,-58,174,20,60,2,241,1,0,0,0,0,0,1,0,2
0,0,30,0,-22,4641,20,100,2,241,1,0,0,0,0,0,1,0,1
0,0,30,0,-50,834,20,60,2,241,0,1,0,0,0,0,1,0,0
0,0,90,0,-16,542,20,70,2,241,1,0,0,0,0,1,0,0,2
1,0,90,0,-269,146,20,10,2,241,1,0,0,0,0,0,1,0,2
0,0,90,0,-22,460,20,50,2,241,0,1,0,0,0,1,0,0,2
0,0,180,0,-141,5999,20,20,2,241,1,0,0,0,0,1,0,0,2
0,0,120,0,-25,4471,20,80,2,241,0,0,0,1,0,0,1,0,1
0,0,180,0,-29,3570,20,40,2,241,0,1,0,0,0,1,0,0,2
0,0,90,0,-164,1922,20,30,2,241,0,1,0,0,0,1,0,0,2
1,0,30,0,-34,87,20,20,2,241,0,0,1,0,0,1,0,0,0
0,0,70,0,-29,1693,20,30,2,241,0,0,1,0,0,0,0,1,2
0,0,120,1,-95,371,20,40,2,241,1,0,0,0,0,1,0,0,2
1,0,60,0,-123,103,20,10,2,241,1,0,0,0,0,1,0,0,0
0,0,60,0,-45,1719,20,70,2,241,1,0,0,0,0,0,1,0,2
0,0,30,0,-22,764,20,80,2,241,0,1,0,0,0,0,1,0,1
0,0,60,0,-65,2050,20,30,2,241,1,0,0,0,0,0,1,0,1
0,0,30,0,-120,67,20,50,2,241,1,0,0,0,0,1,0,0,2
0,0,60,0,-24,214,20,30,2,241,0,0,0,0,1,1,0,0,2
1,0,60,0,-17,270,20,60,2,241,0,0,1,0,0,1,0,0,2
0,0,180,0,-66,782,20,70,2,241,1,0,0,0,0,0,1,0,0
1,0,60,1,-220,1676,20,0,2,241,1,0,0,0,0,1,0,0,2
0,0,150,1,-132,609,20,0,2,241,0,1,0,0,0,1,0,0,2
1,0,90,0,-17,188,20,70,2,241,1,0,0,0,0,0,1,0,2
0,0,60,0,-128,971,20,40,2,241,1,0,0,0,0,1,0,0,0
1,0,120,0,-199,3091,20,70,2,241,1,0,0,0,0,1,0,0,2
0,0,90,0,-34,570,20,50,2,241,0,1,0,0,0,1,0,0,2
1,0,60,0,-34,1353,20,100,2,241,0,0,0,0,1,1,0,0,1
1,0,180,0,-285,839,20,0,2,241,1,0,0,0,0,1,0,0,2
0,0,120,0,-52,72,20,40,2,241,0,1,0,0,0,1,0,0,2
0,0,60,1,-170,1064,20,40,2,241,0,1,0,0,0,1,0,0,2
0,0,60,0,-25,1998,20,60,2,241,0,1,0,0,0,0,1,0,1
0,0,150,1,-10,855,20,20,2,241,0,1,0,0,0,1,0,0,2
0,0,120,1,-45,690,20,20,2,241,0,1,0,0,0,1,0,0,0
1,0,30,0,-47,739,20,40,2,241,0,0,1,0,0,1,0,0,2
1,0,60,1,-213,4205,20,60,2,241,1,0,0,0,0,1,0,0,1
0,0,60,0,-155,1391,20,70,2,241,0,1,0,0,0,1,0,0,1
0,0,60,0,-22,3297,20,30,2,241,1,0,0,0,0,1,0,0,2
0,0,30,0,-150,415,20,30,2,241,0,0,1,0,0,1,0,0,0
0,0,90,1,-61,905,20,80,2,241,1,0,0,0,0,1,0,0,2
1,0,120,0,-81,3936,20,80,2,241,0,1,0,0,0,0,1,0,1
1,0,60,0,-103,2534,20,50,2,241,1,0,0,0,0,1,0,0,1
0,0,30,0,-22,2055,20,80,2,241,0,0,0,1,0,0,1,0,1
0,0,60,0,-25,890,20,60,2,241,0,1,0,0,0,1,0,0,2
0,0,30,0,-22,178,20,80,2,241,1,0,0,0,0,1,0,0,0
1,0,90,1,-25,490,20,10,2,241,0,0,1,0,0,0,1,0,0
0,0,30,0,-61,301,20,60,2,241,1,0,0,0,0,0,1,0,0
0,0,60,0,-29,592,20,80,2,241,1,0,0,0,0,0,1,0,0
0,0,60,0,-113,350,20,20,2,241,1,0,0,0,0,1,0,0,2
0,0,150,0,-85,1515,20,60,2,241,0,0,1,0,0,1,0,0,1
0,0,60,0,-47,249,20,20,2,241,1,0,0,0,0,1,0,0,0
0,0,60,1,-129,2307,20,40,2,241,1,0,0,0,0,1,0,0,1
0,0,120,0,-66,1795,20,60,2,241,1,0,0,0,0,1,0,0,1
0,0,30,0,-93,285,20,30,2,241,1,0,0,0,0,1,0,0,0
1,0,60,0,-117,2692,20,70,2,241,1,0,0,0,0,1,0,0,1
1,0,90,0,-114,151,20,30,2,241,0,0,1,0,0,1,0,0,2
0,0,60,0,-221,1423,20,40,2,241,0,1,0,0,0,1,0,0,2
0,0,60,0,-17,2173,20,60,2,241,0,0,1,0,0,0,1,0,1
0,0,60,0,-75,1960,20,30,2,241,1,0,0,0,0,1,0,0,2
0,0,90,0,-144,802,20,40,2,241,0,1,0,0,0,1,0,0,2
0,0,30,0,-144,206,20,10,2,241,0,1,0,0,0,1,0,0,2
0,0,120,0,-17,192,20,60,2,241,1,0,0,0,0,1,0,0,2
0,0,30,0,-129,2437,20,70,2,241,0,0,1,0,0,0,1,0,1
0,0,180,0,-124,176,20,10,2,241,0,0,1,0,0,1,0,0,0
0,0,30,0,-36,67,20,0,2,241,0,1,0,0,0,1,0,0,0
0,0,30,0,-29,576,20,20,2,241,1,0,0,0,0,1,0,0,0
0,0,90,0,-148,1332,20,80,2,241,1,0,0,0,0,1,0,0,0
1,0,60,0,-116,1122,20,80,2,241,1,0,0,0,0,1,0,0,0
1,0,90,1,-269,3270,20,70,2,241,1,0,0,0,0,1,0,0,2
1,0,90,0,-25,348,20,30,2,241,0,0,1,0,0,1,0,0,1
0,0,30,0,-29,524,20,30,2,241,1,0,0,0,0,1,0,0,2
0,0,60,0,-124,1608,20,0,2,241,0,1,0,0,0,0,1,0,2
0,0,60,0,-150,232,20,10,2,241,0,1,0,0,0,1,0,0,0
1,0,60,0,-101,2159,20,100,2,241,0,0,1,0,0,0,1,0,2
1,0,30,0,-29,1102,20,20,2,241,1,0,0,0,0,1,0,0,2
0,0,120,0,-54,1159,20,70,2,241,0,1,0,0,0,0,1,0,0
0,0,60,0,-57,3645,20,100,2,241,0,0,1,0,0,1,0,0,1
1,0,60,1,-251,1071,20,80,2,241,1,0,0,0,0,1,0,0,2
0,0,60,0,-17,906,20,70,2,241,0,0,1,0,0,0,1,0,2
1,0,120,0,-290,1810,20,90,2,241,1,0,0,0,0,1,0,0,1
1,0,90,0,-28,3297,20,100,2,241,0,0,1,0,0,0,1,0,1
1,0,60,1,-60,257,20,80,2,241,0,1,0,0,0,1,0,0,2
0,0,90,0,-186,4645,20,20,2,241,0,1,0,0,0,1,0,0,2
0,0,30,0,-17,1196,20,40,2,241,0,1,0,0,0,1,0,0,1
1,0,60,0,-218,1982,20,80,2,241,0,1,0,0,0,1,0,0,1
0,0,30,0,-184,187,20,40,2,241,0,1,0,0,0,1,0,0,2
0,0,60,1,-205,1609,20,40,2,241,1,0,0,0,0,1,0,0,2
0,0,60,0,-28,561,26,0,2,241,1,0,0,0,0,0,1,0,0
0,0,30,0,-68,3809,20,70,2,241,1,0,0,0,0,1,0,0,2
0,0,60,0,-164,4249,20,60,2,241,0,1,0,0,0,1,0,0,2
0,0,60,0,-65,758,20,50,2,241,1,0,0,0,0,0,1,0,0
1,0,120,0,-79,865,20,80,2,241,1,0,0,0,0,1,0,0,1
1,0,90,0,-297,225,25,50,2,241,0,0,0,0,1,1,0,0,2
0,0,90,0,-44,163,20,30,2,241,1,0,0,0,0,1,0,0,0
0,0,120,0,-24,2788,20,30,2,241,0,1,0,0,0,1,0,0,2
0,0,60,0,-44,1112,20,60,2,241,1,0,0,0,0,1,0,0,0
0,0,60,0,-108,2990,20,60,2,241,0,1,0,0,0,0,1,0,1
1,0,90,0,-24,415,20,90,2,241,1,0,0,0,0,1,0,0,1
1,0,60,0,-186,302,20,50,2,241,0,0,1,0,0,0,1,0,0
1,0,120,0,-45,136,20,40,2,241,1,0,0,0,0,1,0,0,2
1,0,60,0,-157,1343,20,80,2,241,0,1,0,0,0,0,1,0,1
1,0,60,0,-22,802,20,40,2,241,0,1,0,0,0,1,0,0,2
0,0,120,0,-161,1312,20,30,2,241,0,1,0,0,0,1,0,0,2
0,0,90,0,-78,201,20,30,2,241,0,1,0,0,0,1,0,0,0
1,0,60,0,-269,2726,20,100,2,241,1,0,0,0,0,1,0,0,1
0,0,90,0,-185,998,20,60,2,241,1,0,0,0,0,1,0,0,0
0,0,90,0,-100,920,20,10,2,241,1,0,0,0,0,1,0,0,2
1,0,120,0,-269,985,20,30,2,241,1,0,0,0,0,1,0,0,0
1,0,90,0,-141,2184,20,50,2,241,0,1,0,0,0,1,0,0,2
1,0,120,0,-268,90,20,60,2,241,1,0,0,0,0,0,1,0,2
0,0,90,0,0,1623,20,0,2,241,0,1,0,0,0,1,0,0,2
0,0,60,0,-178,2225,20,90,2,241,0,0,1,0,0,1,0,0,2
1,0,60,0,-127,1586,20,80,2,241,1,0,0,0,0,1,0,0,1
1,0,60,0,-29,35,20,50,2,241,1,0,0,0,0,1,0,0,0
0,0,90,0,-198,1392,20,60,2,241,0,1,0,0,0,1,0,0,2
0,0,90,0,-78,549,20,50,2,241,0,0,1,0,0,1,0,0,2
0,0,90,1,-199,1416,20,0,2,241,0,0,1,0,0,0,1,0,2
0,0,60,1,-24,343,20,30,2,241,1,0,0,0,0,1,0,0,2
0,0,120,0,-257,160,20,40,2,241,1,0,0,0,0,1,0,0,2
1,0,90,0,-29,1218,20,100,2,241,0,0,1,0,0,0,1,0,1
0,0,60,0,-214,1526,20,10,2,241,0,1,0,0,0,1,0,0,2
