gender,num_of_prev_attempts,studied_credits,disability,date_registration,sum_click,date_submitted,score,weight,module_presentation_length,A Level or Equivalent,Lower Than A Level,HE Qualification,Post Graduate Qualification,No Formal quals,0-10IMD,10-20IMD,20-30IMD,30-40IMD,40-50IMD,50-60IMD,60-70IMD,70-80IMD,80-90IMD,90-100IMD,0-35,35-55,55<=,final_result
0,0,60,0,-80,411.0,19,92,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
0,0,120,0,-93,1130.0,18,78,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
0,0,60,1,-74,1910.0,19,80,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,60,0,-55,4695.0,19,96,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-66,731.0,27,0,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
0,0,60,0,-28,769.0,16,88,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-76,2438.0,17,88,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,120,0,-94,169.0,19,62,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,60,0,-24,1716.0,18,90,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,0,60,0,-83,7366.0,8,86,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,60,0,-72,2334.0,21,82,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
0,0,60,0,-72,6946.0,17,82,12.5,240,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,60,0,-58,4102.0,16,74,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,60,0,-53,1165.0,18,70,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-16,534.0,18,88,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-46,2749.0,17,90,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-67,4352.0,17,80,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,0,60,0,-42,2409.0,31,92,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-53,5532.0,15,86,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1,0,60,0,-60,4150.0,19,88,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,60,0,-29,2430.0,15,90,12.5,240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,60,1,-34,1692.0,15,88,12.5,240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,60,0,-16,448.0,23,62,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,60,0,-25,6846.0,12,100,12.5,240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,60,0,-55,1741.0,25,76,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
1,0,60,0,-86,2130.0,18,82,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,60,0,-55,5878.0,17,100,12.5,240,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,120,0,-23,3322.0,18,90,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0,60,0,-64,5844.0,15,80,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-30,519.0,19,92,12.5,240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,60,1,-60,5501.0,19,90,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,60,0,-73,3999.0,16,50,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-67,4155.0,17,96,12.5,240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,60,1,-27,2801.0,16,100,12.5,240,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
1,0,60,0,-71,7322.0,17,90,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,0,60,0,-29,5207.0,14,84,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,60,0,-72,2042.0,19,58,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
0,0,60,0,-72,3001.0,18,86,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
0,0,60,0,-53,180.0,19,38,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-72,8269.0,22,82,12.5,240,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,60,0,-49,461.0,18,78,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,120,0,-30,523.0,18,96,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
0,0,90,1,-30,623.0,19,80,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
0,0,90,1,-49,966.0,24,88,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-58,523.0,23,84,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,120,0,-52,9374.0,1,80,12.5,240,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,60,0,-16,255.0,16,74,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-21,223.0,18,64,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,60,0,-53,4530.0,9,92,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,90,0,-78,119.0,18,70,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
0,0,60,0,-55,6163.0,15,88,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,60,0,-44,2659.0,18,72,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-55,3630.0,17,92,12.5,240,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,60,0,-74,528.0,26,96,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,60,0,-74,5907.0,18,88,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-53,1012.0,18,66,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
0,0,60,0,-30,1266.0,17,92,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
0,0,60,0,-55,5404.0,16,98,12.5,240,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,120,0,-58,3072.0,14,68,12.5,240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,60,0,-60,2433.0,18,94,12.5,240,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,60,0,-42,2633.0,19,72,12.5,240,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,60,0,-30,4118.0,10,86,12.5,240,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,90,0,-60,2549.0,19,70,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
0,0,60,0,-73,1525.0,18,84,12.5,240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,60,0,-36,3199.0,18,72,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
1,0,60,0,-72,1307.0,18,94,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,60,0,-16,198.0,19,38,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,60,0,-58,4122.0,9,94,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,120,0,-21,418.0,19,72,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
0,0,60,0,-36,2611.0,19,82,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,60,0,-46,3947.0,16,84,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,120,0,-21,1866.0,19,76,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,60,0,-53,5348.0,18,90,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,60,0,-58,5344.0,17,94,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,120,1,-52,216.0,18,72,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-52,3192.0,18,90,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-25,4783.0,14,72,12.5,240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,60,0,-42,7193.0,15,90,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,60,0,-16,4599.0,18,76,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,120,0,-11,9265.0,24,0,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,60,0,-58,3947.0,18,94,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-72,1877.0,18,96,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,60,1,-36,5398.0,16,90,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,120,0,-49,1240.0,9,70,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,90,0,-67,1223.0,16,82,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,60,0,-58,3387.0,18,94,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,90,0,-43,376.0,18,70,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-67,8008.0,16,88,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,90,0,-52,305.0,19,82,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
0,0,90,0,-30,5864.0,18,86,12.5,240,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-25,397.0,38,70,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,60,1,-50,1983.0,18,66,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0,0,60,0,-36,3640.0,18,100,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,60,0,-29,2765.0,18,90,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-67,306.0,17,76,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-65,2979.0,17,86,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-58,1738.0,19,78,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-9,3260.0,18,86,12.5,240,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,120,0,-55,2894.0,18,64,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,60,0,-58,1687.0,8,50,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-30,857.0,19,70,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,60,0,-48,3430.0,12,96,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,120,0,-24,1740.0,19,82,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-36,502.0,39,90,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,120,0,-29,1411.0,18,100,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-20,1694.0,15,78,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
0,0,60,0,-46,1406.0,23,70,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,1,-21,2495.0,18,78,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,60,1,-60,2839.0,17,82,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
0,0,120,0,-52,3692.0,8,70,12.5,240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,60,0,-53,2764.0,18,76,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,120,0,-58,193.0,18,66,12.5,240,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,120,0,-59,655.0,19,60,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-24,333.0,18,46,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
0,0,90,0,-58,4161.0,17,90,12.5,240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,90,0,-53,4560.0,18,86,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-59,2748.0,18,98,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1,0,90,0,-59,490.0,31,46,12.5,240,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
0,0,60,0,-20,1670.0,17,88,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,60,0,-21,4506.0,17,94,12.5,240,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-21,2818.0,18,76,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,60,0,-58,4346.0,17,98,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,120,0,-34,2349.0,19,92,12.5,240,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,90,0,-53,2678.0,19,98,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,60,0,-49,4483.0,22,86,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-55,15858.0,18,94,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-30,4256.0,19,80,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,120,0,-22,174.0,19,90,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
0,0,60,0,-50,1765.0,17,80,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0,60,0,-52,3832.0,18,84,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,0,60,0,-53,2405.0,19,64,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,90,0,-30,2021.0,12,94,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,60,0,-25,7026.0,19,82,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,60,0,-22,3906.0,16,84,12.5,240,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,120,0,-48,3673.0,17,86,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0,60,1,-36,1186.0,18,90,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
0,0,60,0,-15,424.0,19,82,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,60,0,-50,1978.0,18,88,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,120,0,-43,3314.0,14,96,12.5,240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,120,0,-52,5512.0,-2,70,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,60,0,-29,3885.0,15,86,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,60,0,-42,323.0,18,72,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
0,0,120,0,-23,1689.0,14,84,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-46,3008.0,18,80,12.5,240,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,60,0,-34,2549.0,16,70,12.5,240,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,60,0,-51,3314.0,17,98,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,60,0,-23,7123.0,18,90,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0,120,0,-50,810.0,8,78,12.5,240,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
0,0,60,0,-49,7110.0,10,72,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,0,90,0,-28,5293.0,23,86,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,60,0,-21,4029.0,18,86,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-49,7222.0,16,100,12.5,240,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,60,0,-18,4911.0,18,96,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,70,1,-25,2302.0,19,90,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,120,0,-25,2619.0,19,82,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,60,1,-46,8209.0,18,90,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-15,5460.0,15,86,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,90,0,-48,8277.0,15,80,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,60,0,-25,4105.0,18,84,12.5,240,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,60,1,-30,1770.0,18,96,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
0,0,60,0,-48,1850.0,18,62,12.5,240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,60,0,-29,2870.0,18,96,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,120,0,-22,3984.0,17,70,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0,0,150,0,-30,2466.0,17,98,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-34,1893.0,16,96,12.5,240,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,60,0,-44,3940.0,15,82,12.5,240,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-16,4532.0,19,70,12.5,240,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-30,427.0,25,62,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
0,0,60,0,-16,1005.0,18,78,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,60,0,-43,1114.0,19,40,12.5,240,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2
0,0,90,0,-28,1128.0,18,92,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
0,0,120,0,-29,1812.0,19,98,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,60,0,-42,5947.0,19,100,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,60,0,-23,1501.0,12,68,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,60,1,-28,4003.0,19,62,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
0,0,60,0,-36,4630.0,16,78,12.5,240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,60,0,-36,442.0,8,86,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
0,0,60,0,-28,6942.0,16,72,12.5,240,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,60,0,-34,4003.0,19,88,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,0,60,1,-21,2031.0,18,16,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,60,1,-27,2256.0,19,90,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,60,0,-34,1410.0,19,86,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
0,0,60,0,-34,192.0,17,88,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
0,0,60,0,-15,5899.0,14,94,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,90,0,-21,5171.0,17,68,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
0,0,60,0,-25,2370.0,19,94,12.5,240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-12,8103.0,22,70,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0,60,0,-22,2116.0,18,0,12.5,240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,60,0,-27,6825.0,19,88,12.5,240,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,0,60,0,-24,12143.0,14,96,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,60,0,-30,1575.0,18,78,12.5,240,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,120,1,-27,653.0,18,64,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
1,0,60,0,-30,5361.0,14,70,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-29,3356.0,18,94,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,60,0,-24,4920.0,19,98,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,60,0,-21,499.0,23,84,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,60,0,-29,6984.0,17,74,12.5,240,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,60,0,-22,1047.0,17,84,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-22,2471.0,19,40,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,60,0,-23,304.0,19,84,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,120,0,-23,3003.0,16,76,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-23,9394.0,18,98,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,60,0,-28,6178.0,15,88,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,120,0,-9,1803.0,19,86,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
0,0,60,0,-28,580.0,19,88,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
1,0,60,1,-28,15300.0,18,86,12.5,240,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,120,0,-28,2986.0,15,74,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
0,0,60,0,-23,1415.0,19,26,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
0,0,120,0,-16,1394.0,18,80,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,60,0,-22,472.0,18,62,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,90,0,-27,3385.0,19,92,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-25,6408.0,15,92,12.5,240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-9,1699.0,12,72,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,60,0,-25,4236.0,15,82,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0,60,1,-24,878.0,18,76,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
0,0,60,1,-25,3580.0,17,90,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
